brands_tag,brands,sample_codes,count,row_number
m-s,M&S,"[00796828, 00855464, 00370554, 00590365, 0002072434196, 0149642606802, 29387953, 0290909874844, 29370368, 29386727, 97251204140000, 00819558, 00826402, 00863568, 00869256, 00880527, 00889759, 00898454, 00901352, 00973793]",1508,1
md,MD,"[8019730063157, 8019730030616, 8019730089973, 8019730089621, 8019730089492, 8019730093246, 8019730095349, 8019730038414, 8019730056043, 8019730039558, 8019730028699, 8019730023618, 8019730005065, 8019730034430, 8019730082318, 8019730049724, 8019730012131, 8019730030579, 8019730068824, 8019730011486]",1502,1
sprouts,Sprouts,"[0646670316036, 0646670468513, 0646670468612, 0646670319884, 0646670311956, 0646670517884, 0646670468827, 0646670511936, 0646670543739, 0646670464379, 0874875008016, 0646670523311, 0646670514432, 0646670511400, 0646670515835, 0646670522024, 0874875006845, 0646670317354, 0646670521515, 0646670517099]",1497,1
pam-panorama,Pam & Panorama,"[8004263689745, 8004263665145, 8004263699669, 8004263912430, 8004263696583, 8004263675489, 8004263688304, 8004263695531, 8004263687765, 8004263669730, 8004263685747, 8004263510025, 8004263678718, 8004263686850, 8004263688953, 8004263670804, 8004263685860, 8004263671788, 8004263505298, 8004263662366]",1457,1
maxidi,MaxiDì,"[8033520522228, 8033520512649, 8033520539929, 8033520006261, 8033520518283, 8033520542974, 8033520543384, 8033520519655, 8033520544657, 8033520526127, 8033520515947, 8033520005721, 8033520539509, 8033520532623, 8033520002805, 8033520539233, 8033520519167, 8033520001587, 8033520517217, 8033520526615]",1442,1
hema,Hema,"[2024027299993, 2018821499994, 2027068699999, 8716618265534, 8717763219540, 2017571299991, 8717763327740, 8717763219519, 8716618265527, 8717763898820, 8717763938137, 2030350099995, 8716618953608, 8713475686946, 2037195699991, 8716618864058, 8713475628038, 17166188, 8718537487837, 8713475273597]",1437,1
harris-teeter,Harris Teeter,"[0072036733870, 0072036715395, 0072036709905, 0072036632180, 0072036705099, 0761088191812, 0072036726506, 0072036899798, 0072036590589, 0072036101105, 0072036899507, 0072036090287, 0072036731203, 0072036736628, 0072036727244, 0072036899385, 0072036410245, 0072036712127, 0072036736505, 0072036959171]",1430,1
bonne-maman,Bonne Maman,"[3608580931645, 3608580706359, 0088702016499, 3608580446583, 3608580925484, 3608580959991, 3608580706403, 3178530417784, 3178530416589, 3178530417807, 3045320077049, 16187535, 3608580085690, 00202534, 3608580062769, 3608580140665, 3608580856740, 3608474065340, 53504395, 0088702015591]",1417,1
ahold,Ahold,"[0248156000004, 0688267000812, 0688267000898, 0688267002960, 0688267003196, 0688267004025, 0688267005794, 0688267005893, 0688267006098, 0688267006395, 0688267011849, 0688267011955, 0688267012624, 0688267014208, 0688267015434, 0688267015663, 0688267021329, 0688267022265, 0688267022357, 0688267026331]",1381,1
barilla,Barilla,"[8076809572422, 8076809050104, 8076809539302, 01229164, 80768095722550000299, 8076809543385, 8076809569118, 6218817000838, 8076809575515, 2000000133934, 2006050003624, 04712053, 4078375608974, 04236467, 0065604613933, 0400505608976, 8076809576086, 8076809584456, 19363431, 0891128133028]",1381,1
giant-eagle,Giant Eagle,"[0030034931827, 0030034103316, 0030034009298, 0030034931865, 0030034934378, 0030034016401, 0030034915087, 9780525534396, 0030034944186, 0030034050979, 0030034939502, 0815712011554, 0815712013015, 0826766781515, 0030034935764, 0030034943226, 0030034915483, 0030034012830, 0030034931810, 0030034081447]",1379,1
pingo-doce,Pingo Doce,"[5601009230037, 5601009981755, 5601009927074, 5601009987689, 5601009959112, 5601009981557, 5601009990955, 5601009982172, 5601009973996, 5601009942121, 5601009110209, 5607047006054, 5607047006382, 5607047010174, 5607047010037, 5607047012345, 5607047013465, 5601009992324, 5601009947591, 5601009980277]",1370,1
despar,"Despar, Spar","[8001300621065, 8001300656548, 8001300652564, 8001300418146, 8001300552482, 8001300674849, 8001300620242, 8001300691372, 8001300243021, 8001300661146, 8001300151616, 8001300671336, 8001300242796, 8001300501619, 8001300801818, 8001300610304, 8001300901143, 8001300123606, 8001300610021, 8001300123620]",1355,1
spartan,Spartan,"[0001121300778, 0001121301760, 0001121302436, 0001121302487, 0011213026685, 0001121303203, 0001121303220, 0001121307287, 0001121307495, 0001121307499, 0001121308705, 0001121308892, 0001121308893, 0001121314715, 0001121325605, 0001121325606, 0001121345403, 0001121302611, 0011213007069, 0011213007403]",1340,1
quaker,Quaker,"[0055577109069, 0030000169001, 7792170063215, 7792170000678, 5000108763451, 8710398514257, 7802000011306, 3168939444801, 0030000312698, 4338595505935, 8710398513052, 7792170007196, 0055577105139, 8710392503820, 0030000574898, 7501000614530, 0030000433652, 0055577102022, 9556174901205, 5000108033226]",1335,1
food-lion,Food Lion,"[0035826097651, 0035826102492, 0035826108074, 0035826072566, 0203311305844, 0035826114846, 0035826111821, 0232563503692, 0035826114631, 0035826028297, 0035826109743, 00196002, 0223417707205, 0200289908602, 0208703106153, 0035826083050, 0035826110916, 0035826098917, 0035826112781, 0035826062048]",1333,1
todis,Todis,"[8025916116418, 8025916101902, 8025916300589, 8025916126868, 8025916112038, 8025916205808, 8025916202135, 8025916301838, 8025916202272, 8025916106846, 8025916115770, 8025916101469, 8025916119204, 8025916112472, 8025916108475, 8025916203736, 8025916109076, 8025916119556, 8025916114544, 8025916203156]",1330,1
roundy-s,Roundy's,"[0111509403442, 0111509403510, 0111509403756, 0206068108638, 0001115016411, 0001115016419, 0001115050737, 0011150526753, 0011150001991, 0011150018180, 0011150021081, 0011150023054, 0011150027045, 0011150028400, 0011150039802, 0011150040082, 0011150040303, 0011150040525, 0011150040549, 0011150046268]",1318,1
eliges,Eliges,"[8480012015896, 8480012011430, 8480012012512, 8480012010617, 8480012010433, 8480012013960, 8480012005675, 8480012000113, 8480012013618, 8480012014219, 8480012015094, 8480012005002, 8480012011317, 8480012010723, 8480012007266, 8480012022962, 8480012007129, 8480012023136, 8480012010488, 8480012010457]",1304,1
la-nouvelle-agriculture,La Nouvelle Agriculture,"[0213319037852, 0213308054518, 0213319036671, 0213329018834, 0213329014379, 0213328017715, 0213400023689, 0213402015286, 0213329017653, 0213400023948, 2913400002605, 0213402013251, 0213400019613, 0213312031956, 0213329024071, 0213319032994, 0213319040340, 0213400024402, 0213400022897, 0213400035682]",1291,1
myprotein,Myprotein,"[5055936818453, 11177707, 5056185744371, 5055534324189, 5055534323731, 5060746520342, 5055534354940, 5056307364784, 5056379591859, 5056104570661, 5056104573723, 5010482949594, 0030356591945, 5060746520946, 5056307357168, 5056307632562, 5059883102665, 5059883175829, 5059883170220, 5056307394361]",1284,1
goya,Goya,"[8426967050520, 8426967072348, 8426967020035, 8426967028512, 8426967098843, 8426967039846, 8426967031697, 0041331034036, 0041331043946, 0041331067911, 0041331027847, 4806517042153, 12393918, 0041331025874, 7460193589127, 0041331037501, 0041331050364, 0041331026543, 12653683, 0041331012478]",1275,1
weis,Weis,"[0041497097791, 0041497012855, 2010823005210, 2027257005938, 9335805002630, 0041497075959, 0004149743590, 0041497560776, 0041497439928, 0041497194032, 9300830065547, 0041497012763, 0041497035397, 0041497289349, 0041497515844, 0041497053469, 0041497438440, 0041497532995, 0041497448319, 0041497005086]",1274,1
gut-gunstig,Gut & Günstig,"[4311501627167, 4311596441457, 4311501639962, 4311501600993, 4311501405819, 4311501628478, 4311596464012, 4311527598403, 4311501662700, 4311501458648, 4311501733943, 4019474621297, 4311501740705, 4311501682685, 4311501684887, 4311501747407, 4311501716663, 7585706703774, 2242123002754, 5318547408506]",1271,1
by-sainsbury-s,By sainsbury's,"[00237628, 01742350, 01694055, 00371681, 00423182, 01542301, 00110433, 00454803, 00004473, 00502467, 01327625, 00395762, 00307048, 01374506, 00311212, 01793710, 00179645, 01687651, 01893380, 00366335]",1267,1
andros,Andros,"[3045320104387, 3608580755333, 8412800006366, 273045320104172500000245, 3608580016632, 3608580016663, 3608580011057, 3608580011040, 3608580923855, 3608580087885, 0043460083053, 3608580121510, 3608580131687, 3608534045060, 3608580068402, 0757444085840, 95098395, 3608580131519, 3608580111726, 0088702518238]",1263,1
publix,Publix,"[0041415009592, 0041415010864, 0041415013315, 0041415085084, 0041415005860, 0041415042513, 0041415358621, 0041415079533, 0041415168800, 0285714908990, 0041415178656, 0041415288652, 0041415261624, 0041415106239, 0221931402750, 0414115121362, 0041415188655, 0041415343658, 0041415036420, 0041415103535]",1262,1
western-family,Western Family,"[0062639311254, 0062639362751, 0062639329693, 0062639330040, 0062639246662, 0062639352868, 0062639357184, 0062639317423, 0062639328511, 0062639343279, 0062639304140, 0062639343422, 0062639316617, 0062639330965, 0062639343095, 0062639173241, 0062639347345, 0062639352714, 0062639356873, 0062639356828]",1250,1
continente,Continente,"[5601312505686, 5601312883494, 5601312145134, 5601312009979, 5601312072812, 5601312075141, 5601312180708, 5601312090496, 5601312140979, 5601312091745, 5601312504504, 5601312178668, 5601312093435, 5601312066057, 5601312882879, 5601312883258, 5601312107286, 5601312065548, 5601312512356, 5601312004554]",1249,1
unes,Unes,"[8000633018559, 8000633021511, 8000633020736, 8000633016630, 8000633025526, 8000633054502, 8000633026240, 8000633049799, 8000633044039, 8000633053871, 8000633025571, 8000633029463, 8000633031084, 8000633042622, 8000633056407, 8000633038502, 8000633044152, 8000633022594, 8000633041946, 8000633047467]",1248,1
bennet,Bennet,"[8019514074096, 8019514077561, 8019514077547, 8019514077912, 8019514013125, 8019514007285, 8019514007070, 8019514043689, 8019514008695, 8019514021564, 8019514019820, 8019514016225, 8019514021274, 8019514069160, 8019514033154, 8019514075635, 8019514055309, 8019514037183, 8019514063243, 8019514074812]",1248,1
pepsi,Pepsi,"[4060800123084, 9313820002262, 4060800302175, 6111252421759, 6223001360063, 0012000172205, 0012000211980, 5949000507377, 4060800305961, 8934588192227, 9313820001319, 0012000003110, 0415040604864, 5741000224472, 10076651, 9414789054115, 06942508, 5900497029629, 8410494300777, 8001160004978]",1247,1
iceland,Iceland,"[5010482197100, 5010482685171, 5010482731458, 5010482688646, 5010482645694, 5010482656447, 5010482509446, 5010482656379, 5010482582739, 5010482753481, 5010482831356, 5010482891268, 5010482751173, 5010482948504, 5010482794019, 5010482014780, 5010482837488, 5010482933135, 5010482870782, 5010482792541]",1247,1
denner,Denner,"[7610029187427, 7610029151664, 7610029174939, 7610029176308, 7610029180848, 7610029138238, 7610029115628, 7610029192780, 7610029177916, 7610029155464, 7610029174663, 7622300052508, 7610095110206, 7610029173994, 7610029185287, 7610029188011, 7610029189186, 7610032051784, 7610029163087, 7610029196740]",1241,1
dunnes-stores,Dunnes Stores,"[5099874173922, 5099874219842, 5099874077312, 5099874174011, 5099874174004, 5099874249955, 5099874089896, 5099874317739, 5099874197225, 5099874295778, 5099874318279, 5099874319535, 5099874172161, 5099874212034, 4999724316718, 5099874279914, 5099874344773, 5099874277675, 5099874089551, 5099874087762]",1223,1
food-club,Food Club,"[0036800421851, 0201166905752, 0036800484566, 0036800440210, 0036800488465, 0036800503175, 00065954, 0036800493612, 0036800407121, 0036800639911, 0036800482517, 0036800474673, 0036800447820, 0036800486911, 0036800487291, 0036800479722, 0036800483910, 0036800485167, 0036800487109, 0036800209244]",1218,1
consilia,Consilia,"[8000965060233, 8000965340366, 8000965030250, 8000965280846, 8000965030113, 8000965015202, 8000965040167, 8000965154895, 8000965190114, 8000965180962, 8000965040174, 8000965140133, 8000965015684, 8000965190350, 8000965071048, 8000965050135, 8000965340489, 8000965014441, 8000965180900, 8000965180856]",1217,1
arla,Arla,"[7310865690692, 5711953084959, 5711953030789, 5000181039580, 2340384205409, 8718166011199, 7311877016708, 5711953074011, 5711953069802, 4009301041633, 8718166012110, 5711953106248, 0060466483045, 5760466500142, 8718166004733, 01109801, 5711953014208, 7310865889805, 7310865890740, 0093936035758]",1216,1
findus,Findus,"[3599741004882, 8051084006619, 3599741005186, 3599741005193, 3599741005209, 3780257804909, 7630537400467, 3599741006312, 7310500186641, 7630537402027, 8057018224647, 51511852, 42063070, 8057018222599, 8051084008002, 8131402847923, 8057018222261, 8057018220601, 8057018225149, 3599741006541]",1182,1
deco,Decò,"[8033256055564, 8033256000366, 8033256007600, 8033256063019, 8033256080672, 8033256007563, 8033256069349, 8033256066454, 8033256048238, 8033256062340, 8033256001363, 8033256009918, 8033256000519, 8033256011621, 8033256009901, 8033256013564, 8033256001936, 8033256056349, 8033256008751, 8033256003695]",1158,1
crai,Crai,"[8002895071594, 8002895013136, 8002895032960, 8002895007661, 8002895031482, 8002895075226, 8002895001836, 8002895014416, 8002895031574, 8002895087854, 8002895028505, 8002895013730, 8002895029076, 8002895029106, 8002895083702, 8002895079705, 8002895099819, 8002895074397, 8002895075660, 8002895016656]",1151,1
gourmet,Gourmet,"[4061458018685, 8413080130697, 8413080460381, 4099200017990, 7802410371083, 4099200009735, 4099200146409, 28005568, 8413080349020, 8413080000693, 8413080709138, 8413080003984, 8413080327967, 8413080004202, 8413080006091, 8413080086505, 8413080718178, 8413080000310, 8413080002437, 8413080320302]",1140,1
fanta,Fanta,"[0088009160451, 9120018533749, 5449000014412, 78909052, 8888002085001, 0049000075144, 4792229064432, 2000000104389, 5449000313331, 5000112604726, 5000112659559, 5000112519877, 5449000211330, 13211133, 4260231224330, 5449000289452, 5000112546842, 5449000289421, 5449000275981, 5449000296238]",1118,1
alipende,Alipende,"[8421691447622, 8421691732001, 8421691675391, 8421691808058, 8421691482401, 8421691712324, 8421691839366, 8421691850972, 8421691407732, 8421691770706, 3497691844940, 8421691850002, 8421691251083, 8421691434868, 8421691749290, 8421691827509, 8421691814073, 8421691480070, 8421691848214, 8421691791831]",1093,1
bofrost,Bofrost,"[0281566115432, 0712569113274, 0015869007763, 0395568081760, 0058769156575, 69028335, 0250669012870, 0328069007939, 0295569053134, 70081374, 69003493, 69162480, 69084034, 0194369171904, 0333669152422, 0237369007191, 0097069051135, 0097069110511, 0097069110702, 0097669118160]",1084,1
ametller-origen,Ametller Origen,"[8436554527823, 8435039088248, 8436551867410, 8436554525126, 8436551868189, 8436554528332, 8436551868806, 8436551860022, 8436554525140, 8421660006058, 8436551868387, 8436551866291, 8436554520985, 8436554529049, 8436551866345, 8436551862064, 8436551860398, 8437006231763, 8436551860329, 8436551860220]",1083,1
whole-foods-market,Whole Foods Market,"[0099482415396, 0723055840109, 0099482506155, 0099482498177, 0099482455088, 00057646, 0099482516543, 0099482500146, 0099482516512, 0099482408862, 0099482431136, 0099482445737, 0099482448257, 0099482454517, 0099482461119, 0099482801533, 0723055204567, 0857898004203, 0999482000069, 0999482000359]",1074,1
alnatura,Alnatura,"[3515750003814, 4104420056947, 4104420181304, 4104420205925, 4104420014084, 4104420205376, 4104420053601, 4104420217713, 4104420219663, 14445224, 4104420021112, 4104420248953, 0500000141340, 17863227, 4104420212633, 4104420039100, 4104420182745, 4104420233003, 0104420186316, 00139355]",1058,1
kraft,Kraft,"[02119809, 0021000614448, 8715700116242, 0600699060868, 0021000054930, 0021000023851, 9077060046850, 0068100893076, 8000430268034, 4050035562000, 0026100083293, 0021000604692, 7622210668950, 0021000026746, 0321100615261, 17761369, 0021000024971, 69900143, 0002900007184, 00683571]",1057,1
chef-select,Chef Select,"[20960964, 20085421, 20085445, 20558758, 20342609, 20505912, 20798963, 20908164, 4056489241980, 4056489455837, 4056489240952, 4056489632528, 4056489484639, 4056489380825, 4056489260479, 4056489284376, 20791070, 4056489797418, 4056489441991, 20085513]",1047,1
del-monte,Del Monte,"[0001006530676, 0024000104513, 0024000191476, 0024000145820, 5050372130251, 0024000014652, 3276536062103, 0717524410061, 75080129, 0024000110347, 02403100, 0717524890238, 0733803102779, 0055000141154, 0060000888053, 0024000106852, 0717524510488, 0717524701275, 3276530001351, 0024000254515]",1040,1
